Part,Description
R1TEF-T,SEE PRODUCT MGR -- TEFLON COATED KEVLAR (ENI-5AQ)  DESC: TAN / TAN   THICKNESS - 0.5MM   IMPREGNATED FABRIC / IMPREGNATED FABRIC
R2080120,KEY 14X9X70 UNI 6604-69
R2-100WG-T,2 PLY TAN WEDGEGRIP
R2-150WG-B,2 PLY BLACK WEDGEGRIP 3.2mm Thick
R2-150WG-T,2 PLY TAN WEDGEGRIP  8.2mm Thick
R2-160RTXB-GP,2-PLY SBR ROUGHTOP X RFL  DESC: BLACK / BLACK   THICKNESS - 5.7MM   ROUGH TOP / FABRIC
R2-160RTXB-GUM,2-PLY GUM ROUGHTOP X RFL FAB  DESC: TAN / BLACK   THICKNESS - 6.7MM   GRIP STRUCTURE / FABRIC
R2170027,SCREW M10X80 UNI 5931A 8G
R2180644,SCREW M14X50 UNI 5933A 10K
R-250-04-TN,"ROD: 1/4"" X 4"" Tan Nylon"
R-250-13-CP,"ROD: 1/4"" X 13"" Natural Polypropylene"
R-250-13-DN,"ROD: 1/4"" X 13"" Black Nylon"
R-250-13-GA,"ROD: 1/4"" X 13"" Gray Acetal"
R-250-13-TN-V1,"ROD: 1/4"" X 13"" Tan Nylon"
R-250-13-WE,"ROD: 1/4"" X 13"" White Polyethylene"
R-250-25-BA,"ROD: 1/4"" X 25"" Blue Acetal"
R-250-25-CN-OR,"ROD: 1/4"" X 25"" Natural Nylon with Oversized Ring"
R-250-25-CP,"ROD: 1/4"" X 25"" Natural Polypropylene"
R-250-25-DN,"ROD: 1/4"" X 25"" Black Nylon"
R-250-25-GA,"ROD: 1/4"" X 25"" Gray Acetal"
R-250-25-GY,"ROD: 1/4"" X 25"" Gray Metal Detectable Nylon"
R-250-25-TN-V1,"ROD: 1/4"" X 25"" Tan Nylon"
R-250-25-WE,"ROD: 1/4"" X 25"" White Polyethylene"
R-250-25-WK,"ROD: 1/4"" X 25"" White PBT"
R-250-50-CP-V1,"ROD: 1/4"" X 50"" Natural Polypropylene"
R-250-50-DN-V1,"ROD: 1/4"" X 50"" Black Nylon"
R-250-50-GA-V2,"ROD: 1/4"" X 50"" Gray Acetal"
R-250-50-TN-V1,"ROD: 1/4"" X 50"" Tan Nylon"
R-250-50-WE,"ROD: 1/4"" X 50"" White Polyethylene"
R2SBRRT-B,2 PLY SBR ROUGHTOP BLACK
R2SBRRT-N,ROUGHTOP 2PLY SBR - NATURAL
R2TW-W,TYLER-WIRE WHITE X SKIM FOOD  DESC: WHITE / WHITE   THICKNESS - 2.7MM   TYLER WIRE STRUCTURE / FABRIC
R2TW-W-012.000X002.000,R2TW-W WHITE RUFFTOP
R2TW-W-012.000X003.000,R2TW-W WHITE RUFFTOP
R2TW-W-012.000X004.000,R2TW-W WHITE RUFFTOP
R-312-25-CP,"ROD: 5/16"" X 25"" Natural Polypropylene"
R-312-25-GA,"ROD: 5/16"" X 25"" Gray Acetal"
R-312-25-TN-V1,"ROD: 5/16"" X 25"" Tan Nylon"
R-312-25-WE,"ROD: 5/16"" X 25"" White Polyethylene"
R-312-U25-CP,"ROD: 5/16"" X 25"" Universal Natural Polypropylene"
R-312-U25-GA,"ROD: 5/16"" X 25"" Universal Gray Acetal"
R-312-U25-TN-V1,"ROD: 5/16"" X 25"" Universal Tan Nylon"
R-312-U25-WE,"ROD: 5/16"" X 25"" Universal White Polyethylene"
R-312-U50-CP,"ROD: 5/16"" X 50"" Universal Natural Polypropylene"
R-312-U50-TN,"ROD: 5/16"" X 50"" Universal Tan Nylon"
R-312-U50-WE,"ROD: 5/16"" X 50"" Universal White Polyethylene"
R3BUT-W,BLANK BUTYL WHITE X FRICTION  DESC: WHITE / WHITE   THICKNESS - 2.6MM   SMOOTH / FABRIC
R3CNRT-BE,ROUGHTOP BLUE CARBOXYLATED  DESC: BLUE / BLACK   THICKNESS - 7.9MM   ROUGH TOP / IMPREGNATED FABRIC
R3GUMRT-T,3-PLY GUM ROUGHTOP TAN X RFL  DESC: TAN / TAN   THICKNESS - 7MM   ROUGH TOP / IMPREGNATED FABRIC
R3KLNG-BR,3-PLY ROUGHTOP NITRILE BROWN  DESC: BROWN / BROWN   THICKNESS - 7MM   ROUGH TOP / IMPREGNATED FABRIC
R3TEF-W,3-PLY BLANK TEFLON WHITE FOOD  DESC: WHITE / WHITE   THICKNESS - 2MM   SMOOTH / IMPREGNATED FABRIC
R3URT-OE,ROUGHTOP ORANGE CARBOXYLATED  DESC: ORANGE / ORANGE   THICKNESS - 6.2MM   ROUGH TOP / IMPREGNATED FABRIC
R902305,"SUNGEAR 1300 / 5.25:1 DIR MNT GM4/5

SMEI #902305"
R-ACETAL-BK-UV,RESIN: Acetal M90UV UV stable black.
R-ACETAL-BL,RESIN: Acetal M50 CG34874 Blue
R-ACETAL-EC,RESIN: Acetal Statiblend  TES90409 ELECTRAFIL® POM C BLK 100034
R-ACETAL-GA,RESIN: Acetal M50 CC34873 Gray
R-ACETAL-HABASIT-9MELT,RESIN: Acetal 9 Melt
R-ACETAL-M50-NATURAL,RESIN: Acetal M50 Natural part # M50 CF 2001 Natural Z5
R-ACETAL-M90-NATURAL,RESIN: Acetal M90 Natural part # M90 CF 2001 Natural Z5
R-ACETAL-MDBLUE,RESIN: Acetal HiFill POM 0167 S2 LE BL187 Metal Detectable Blue  TPM # 1307114
R-ACETAL-MDNATURAL,RESIN: Acetal HiFill POM 0167 S2 LE NAT Metal Detectable Natural  TPM # -1322114
R-ACETAL-XRAY-BL,RESIN: Acetal HiFill POM 0169 B LE BL289 X-Ray Grade Blue  TPM # -1522114
RB-10,REINFORCED H-CORD 10MM (H090033681)
RC102II1193-235534-01,Roller Sheet: 1193mm x 2355mm Black UHMW. Drawing # RC102II1193-2355-01.
RC102II1524-127234-01,Roller Sheet: 1524mm x 1272mm Black UHMW. Drawing # RC102II1524-1272-01
RC-MM52606,RETENTION CLIP: #MM 52606
RDGPART,Reading Expense Items
RDGRP-R,3-PLY BLANK SBR DURAGRIP RED  DESC: RED / BLACK   THICKNESS - 6MM   SMOOTH / SMOOTH
RGLIDE-T,4-PLY BLANK SBR ADHESIVE TAN  DESC: TAN / TAN   THICKNESS - 3.2MM   SMOOTH / FABRIC
RKT6236C01-022.047X001.969,55A GREEN NATURAL RUBBER
R-NY.NON.STICK.BK,RESIN: Nylon TPX-PA6/6-05001 LE BK Glass Reinforced Heat Stabilized Black  TPM # -4068101
R-NY.NON.STICK.MA,RESIN: Nylon TPX-PA6/6-05003 LE RD133 Glass Reinforced Heat Stabilized Maroon  TPM # -1810101
R-NY-22HSP,"RESIN: Unfilled Nylon 6/6, Heat Stabilized, Lubricated, Injection Molding Grade, Natural"
R-NY-2PA612-SC01,Nylon resin 2PA612-SC01
R-NY-2PA6-TS01,RESIN: GRILON TSG-30/4 FA NATURAL
R-NY-6/12,RESIN: Nylon 6/12 unfilled nat
R-NY-FLRES-GRY,RESIN: Nylon PA/6 L N  LE GY365 Flame Resistant Gray  TPM # -1537102
R-NY-MOD.HIGH.IMP.GRY,RESIN: Nylon PA6/6 IM L LE GY365  High Impact Modified Gray  TPM # -1714101
R-NY-MOD.HIGH.IMP.NAT,RESIN: Nylon PA6/6 IM L LE High Impact Modified Natural  TPM # -1555101
R-NY-MOD.HIGH.IMP.WT,RESIN: Nylon PA6/6 IM L LE WT274 High Impact Modified White  TPM # -1744101
R-NY-MOD.IMP.HS.GF,RESIN: Nylon PA6/6 GF7 IM4 HS LE Impact Modified Glass Filled Heat Stabilized  TPM # -1968101
R-NY-MOD.IMP.UV.GF,RESIN: Nylon TPX-PA6/6-97002 A1 UV LE Impact Modified Glass Filled UV  TPM # -3062101-08
R-NY-MOD.MED.IMP.BL,RESIN: Nylon PA6/6 IM 6408 LE BL246 Medium Impact Modified Blue  TPM # -1797101
R-NY-MOD.MED.IMP.GRY,RESIN: Nylon PA6/6 IM 6408 LE GY365 Medium Impact Gray  TPM # -1726101
R-NY-R533H,RESIN: Nylon Vydyne R533H Natural
ROD-1/4-304SS-HARDENED,"ROD: 1/4"" X 12' 304 Stainless Steel Hardened"
ROD-1/4-CP,"ROD: 1/4"" X 12' Natural Polypropylene"
ROD-1/4-GA,"ROD: 1/4"" X 12' Gray Acetal"
ROD-1/4-SS,"ROD: 1/4"" X 12' 303 Stainless Steel, +/- .001"""
ROD-1/4-SS-R-1200mm,Remnant
ROD-1/4-TN,"ROD: 1/4"" X 12' Tan Nylon"
ROD-1/4-WE,"ROD: 1/4"" X 12' White Polyethylene"
ROD-10MM-304SS,ROD: 10mm 304 Stainless Steel
ROD-11/64-SS,"ROD: 11/64"" X 12' Stainless Steel"
ROD-2MM-SS304,ROD: 2MM DIA +0/-0.05 SS304 X 12 FEET
ROD-3.5MM-LCS,"ROD: 3.5mm Diameter 1018 Low Carbon Steel Rod x 12 Ft Long +/- 6"""
ROD-3.5MM-SS304,ROD: 3.5MM 304 STAINLESS STEEL DIAMETER 1/4 HARDNESS
ROD-3/16-CP,"ROD: 3/16"" X 12' Natural PolypropyleneTOLERANCE +.002/-.005"
ROD-3/16-SS,"ROD: 3/16"" X 12' 304 Stainless Steel"
ROD-3/16-TN,"ROD: 3/16"" X 12' Tan Nylon TOLERANCE +.002/-.005"
ROD-3MM-SS304,ROD: 3MM 304 STAINLESS STEEL DIAMETER 1/4 HARDNESS
ROD-4.5MM-LCS,"ROD: 4.5mm Diameter 1018 Low Carbon Steel Rod x 12 Ft Long +/- 6"""
ROD-5/16-GA,"ROD: 5/16"" X 12' Gray Acetal TOLERANCE +.002/-.005"
ROD-5/16-SS,"ROD: 5/16"" X 12' 303 Stainless Steel"
ROD-5/32-SS,"ROD: 5/32"" X 12' 304 Stainless Steel"
ROD-5MM-SS304,ROD: 5mm 304 Stainless Steel Diameter
ROD-6MM-304SS,ROD: 6mm Diameter 304 Stainless Steel
ROD-7MM-SS304,ROD: 7mm X 12' 304 Stainless Steel
RODPULLER 3MM - M08,MODTOOL: 3MM M08 ROD PULLER
RODPULLER 5MM - M25,MODTOOL: 5MM M25 ROD PULLER
ROLLER-BEARING,"BEARING:  Roller Bearing for PR620 Countersink.  BEARING 1/2"" ID 1-1/8 OD DOUBLE SEALED                                                                            McMaster-Carr Part# 60355K704"
ROLLERS-FEI-2,ROLLER: IS620 Supplied by Customer
ROLLERS-WA-1/2,"ROLLER: IS610/SM/CM 17/32"" OD X 11/64"" ID X 1/4"" Wide White Acetal"
ROLLERS-WA-1-1/2,"ROLLER: IS615 7/8"" OD X 3/16"" ID X 9/32"" Wide White Acetal"
ROLLERS-WA-2,"ROLLER: IS620 1 1/16"" OD X 1/4"" ID X 1/2"" Wide White Acetal"
RP61206BA-HDT-L,"MODULE: RP612 1 1/5"" X 6"" Blue Acetal Hold Down Tab Left"
RP61206BA-HDT-R,"MODULE: RP612 1 1/5"" X 6"" Blue Acetal Hold Down Tab Right"
RP61206BA-L,"MODULE: RP612 1 1/5"" X 6"" Blue Acetal Left"
RP61206BA-R,"MODULE: RP612 1 1/5"" X 6"" Blue Acetal Right"
RP61212BA-HDT-B,"MODULE: RP612 1 1/5"" X 12"" Blue Acetal Hold Down Tab Both"
RP61212BA-HDT-L,"MODULE: RP612 1 1/5"" X 12"" Blue Acetal Hold Down Tab Left"
RP61212BA-HDT-R,"MODULE: RP612 1 1/5"" X 12"" Blue Acetal Hold Down Tab Right"
RP61212BA-L,"MODULE: RP612 1 1/5"" X 12"" Blue Acetal Left"
RP61212BA-R,"MODULE: RP612 1 1/5"" X 12"" Blue Acetal Right"
R-PBT-HS-UV,RESIN: PBT 1226 HS LE BK Black  TPM # -1513111
R-PC-17R.GRY,RESIN: Polycarbonate PC17R LE GY256 Gray  TPM # -1218124
SE230TT200-1R-00,"TAB STRAIGHT TRACK C0880-4.50""-2 meters-1L-PE10B
2 METER LENGTH"
SE230TT305-1R-00,"STRAIGHT TRACK: 880 TAB 4.5"" PE10B"
S-E6066ZG-6,Endless Set
SE620,SE620
SE62006DK-L/R,"MODULE: SE620 2"" X 6"" Black PBT Left/Right"
50P1112NG-W/FT-2,"FLIGHT: F50 1.1"" X 12"" X 2"" Brown Glass Filled Nylon"
50P1112NG-W/FT-1,"FLIGHT: F50 1.1"" X 12"" X 1"" Brown Glass Filled Nylon"
50P1112GP-W/FT-2,"FLIGHT: F50 1.1"" X 12"" X 2"" Gray Polypropylene"
50P1112GP-W/FT-1/2,"FLIGHT: F50 1.1"" X 12"" X 1/2"" Gray Polypropylene"
50P1112ET-W/FT-3-V1,"FLIGHT: F50 1.1"" X 12"" X 3"" Beige Nylon"
SE62006GN-L/R,"MODULE: SE620 2"" X 6"" Gray Nylon Left/Right"
50P1112ET-W/FT-1/2V1,"FLIGHT: F50 1.1"" X 12"" X 1/2"" Beige Nylon"
50P1112BA-W/FT-2,"FLIGHT: F50 1.1"" X 12"" X 2"" Blue Acetal"
SE62006GP-L/R,"MODULE: SE620 2"" X 6"" Gray Polypropylene Left/Right"
4162006WP-W/FT-6-HD,"FLIGHT: 416 2"" X 6"" X 6"" White Polypropylene Heavy Duty"
4162006WE-W/FT-6-HD,"FLIGHT: 416 2"" X 6"" X 6"" White Polyethylene Heavy Duty"
401708WU-W/FT-CRV3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Urethane Curved Right"
401708WU-W/FT-CRV3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Urethane Curved Left"
401708WU-W/FT-4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Urethane Right (Streamline)"
401708WU-W/FT-4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Urethane Left (Streamline)"
SE62012DK-C,"MODULE: SE620 2"" X 12"" Black PBT Center"
SE62012GN-C,"MODULE: SE620 2"" X 12"" Gray Nylon Center"
SE62012GP-C,"MODULE: SE620 2"" X 12"" Gray Polypropylene Center"
S-E6566ZG-6,Endless Set
S-E7118-4,Semi-Elastic Set
S-E7254H-5,Seamless Set
S-E7255H-5,Seamless Set
S-E7333ZG-6,Endless Set
Selection,Selection Job Placeholder Output
SFE09-PE10G-003+RC,FC-T10-25 HABIPLAST X 3M
SHAFT,METAL SHAFT used for Various sizes
SILICONE,SILICONE/PRIMER 48.5G (H010700171)
SIMCDB03,CLEANDRIVE: 300MM X 6MM SIM/PEG
SIMCDB03-M25.5,"M25.5 SIM/PEG CD 1"" PACK 20"
SIMCDP80-M25.5,"CLEANDRIVE M25.5 SIM PAD 1"""
SIMD,"2MX250MM SIL.IMP. MAT,DIA,MAT"
SIMDHABAIR,1m180 x 250mm - Silicone impression mat - Habasit Airport Diamond Embossed
SIMEST,EMBOSSING PAD ELLIPTICAL SMOOTH NETTING NEGATIVE STRUCTURE H700018045 Dimentions are aprox 290mm x 922mm they are costing them us us at .27144M2's each
SIMESTD,BIAS EMBOSSING PAD FOR TMBE03581 - 270MM X 840MM
SIMGP,"SILICONE BASKETWEAVE IMPRESSION PAD, 2MX250MM"
SIMGPG,2MX250MM SIL.IMP. GP GROOVED
SIMHAR,"EMBOSSING PAD HARLEQUIN IMPRESSION, 250 MM X 2M"
SIMM,"2MX250MM SIL.IMP. MAT,MARS EMB"
SIMORANGEPEEL,"1MX250MM SIL.IMP. MAT,TREADMIL"
SIMPIM,960MMX300MM SIL.IMP. PIMPLED
SIMRH,EMBOSSING PAD 250 MM X 2M RHOMBOID
SIMRIB,EMBOSSING PAD 250 MM X 2000 MM LAT RIB
SIMSG,EMBOSSING PAD 250 MM X 1.5M
SIMSHRF,EMBOSSING PAD SHED ROOF STRUCTURE 450MM X 350MM -- SAWTOOTH FOR URSCHEL PRODUCT
SLS PINTLE,"DRENTH SPARE PINTLE WIRE FOR SLS, SPRINGSTEEL + 6M PEEK 0.70 MM"
SM/SG605-GP-1,"SIDEGUARD: Smooth Mesh 605 1/2"" X 1"" Gray Polypropylene"
SM-3003BL,#700057 BLADE FOR SM-3003
SM-600/4,SLITTING MACHINE 3X230V
SM605,SM605
SM6050075GP,"MODULE: Smooth Mesh 605 1/2"" X 3/4"" Gray Polypropylene"
SM60502BA,"MODULE: Smooth Mesh 605 1/2"" X 2"" Blue Acetal"
SM60502GP,"MODULE: Smooth Mesh 605 1/2"" X 2"" Gray Polypropylene"
SM60502WA,"MODULE: Smooth Mesh 605 1/2"" X 2"" White Acetal"
SM60502WE,"MODULE: Smooth Mesh 605 1/2"" X 2"" White Polyethylene"
SM60502WP,"MODULE: Smooth Mesh 605 1/2"" X 2"" White Polypropylene"
SM60503BA,"MODULE: Smooth Mesh 605 1/2"" X 3"" Blue Acetal"
SM60503GP,"MODULE: Smooth Mesh 605 1/2"" X 3"" Gray Polypropylene"
SM60503WA,"MODULE: Smooth Mesh 605 1/2"" X 3"" White Acetal"
SM60503WE,"MODULE: Smooth Mesh 605 1/2"" X 3"" White Polyethylene"
SM60503WP,"MODULE: Smooth Mesh 605 1/2"" X 3"" White Polypropylene"
SM60506BA-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" Blue Acetal Both"
SM60506BA-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" Blue Acetal Left"
SM60506BA-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" Blue Acetal Right"
401708WP-W/FT-CRV4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polypropylene Curved Right"
401708WP-W/FT-CRV4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polypropylene Curved Left"
SM60506FW-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" Green Ultra Low Friction Acetal Left"
SM60506FW-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" Green Ultra Low Friction Acetal Right"
SM60506GN-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Nylon Both"
SM60506GN-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Nylon Left"
SM60506GN-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Nylon Right"
SM60506GP-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Polypropylene Both"
401708WP-W/FT-CRV3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polypropylene Curved Right"
401708WP-W/FT-CRV3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polypropylene Curved Left"
SM60506GP-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Polypropylene Left"
SM60506GP-L-R-3in,Remnant
SM60506GP-OM,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Polypropylene Overmold"
SM60506GP-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Polypropylene Right"
SM60506GP-R-R-3in,Remnant
401708WP-W/FT-4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polypropylene Right (Streamline)"
401708WP-W/FT-4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polypropylene Left (Streamline)"
SM60506GS-R-P1,"MODULE: Smooth Mesh 605 1/2"" X 6"" Gray Steam Resistant Metal Detectale Polypropylene Right with Recess Hole"
SM60506HF-C,"MODULE: Smooth Mesh 605 1/2"" X 6"" High Friction Center"
401708WP-W/FT-4-C,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polypropylene Center (Streamline)"
SM60506ML-L-V1,"MODULE: Smooth Mesh 605 1/2"" X 6"" Maroon TFE Nylon Left"
SM60506ML-R-V1,"MODULE: Smooth Mesh 605 1/2"" X 6"" Maroon TFE Nylon Right"
401708WP-W/FT-3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polypropylene Right (Radius)"
401708WP-W/FT-3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polypropylene Left (Radius)"
SM60506WA-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Acetal Both"
401708WP-W/FT-3-C,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polypropylene Center (Radius)"
401708WE-W/FT-CRV3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polyethylene Curved Right"
SM60506WA-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Acetal Left"
SM60506WA-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Acetal Right"
401708WE-W/FT-CRV3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" White Polyethylene Curved Left"
401708WE-W/FT-4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polyethylene Right (Streamline)"
SM60506WE-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polyethylene Both"
401708WE-W/FT-4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" White Polyethylene Left (Streamline)"
401708GP-W/FT-SUP6-R,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Super Right"
SM60506WE-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polyethylene Left"
SM60506WE-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polyethylene Right"
401708GP-W/FT-SUP6-L,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Super Left"
401708GP-W/FT-CRV6-R,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Curved Right"
SM60506WP-B,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polypropylene Both"
401708GP-W/FT-CRV6-L,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Curved Left"
401708GP-W/FT-CRV4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Curved Right"
SM60506WP-L,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polypropylene Left"
SM60506WP-L-R-4in,Remnant
SM60506WP-OM,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polypropylene Overmold"
SM60506WP-OM-R-3in-L,Remnant
SM60506WP-OM-R-4in-L,Remnant
SM60506WP-R,"MODULE: Smooth Mesh 605 1/2"" X 6"" White Polypropylene Right"
SM60506WP-R-R-4in,Remnant
401708GP-W/FT-CRV4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Curved Left"
401708GP-W/FT-CRV3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" Gray Polypropylene Curved Right"
SM60512BA,"MODULE: Smooth Mesh 605 1/2"" X 12"" Blue Acetal"
SM60512BD,"MODULE: Smooth Mesh 605 1/2"" X 12"" Blue Metal Detectable Acetal"
SM60512BE,"MODULE: Smooth Mesh 605 1/2"" X 12"" Blue Polyethylene"
SM60512BP,"MODULE: Smooth Mesh 605 1/2"" X 12"" Blue Polypropylene"
SM60512DZ,"MODULE: Smooth Mesh 605 1/2"" X 12"" Black Anti-Static Acetal"
SM60512FW,"MODULE: Smooth Mesh 605 1/2"" X 12"" Green Ultra Low Friction Acetal"
SM60512GN,"MODULE: Smooth Mesh 605 1/2"" X 12"" Gray Nylon"
SM60512GN-R-20,REMNANT
SM60512GN-R-L-6,REMNANT
SM60512GN-R-R-6,REMNANT
SM60512GP,"MODULE: Smooth Mesh 605 1/2"" X 12"" Gray Polypropylene"
SM60512ML-V1,"MODULE: Smooth Mesh 605 1/2"" X 12"" Maroon TFE Nylon"
SM60512NP,"MODULE: Smooth Mesh 605 1/2"" X 12"" Brown Polypropylene"
SM60512WA,"MODULE: Smooth Mesh 605 1/2"" X 12"" White Acetal"
SM60512WE,"MODULE: Smooth Mesh 605 1/2"" X 12"" White Polyethylene"
SM60512WP,"MODULE: Smooth Mesh 605 1/2"" X 12"" White Polypropylene"
SM60512WP-R-9in-L,Remnant
401708GP-W/FT-CRV3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" Gray Polypropylene Curved Left"
401708GP-W/FT-BUC6-R,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Bucket Right"
SMKTL60506GN,"MODULE: Smooth Mesh Large Lane 605 1/2"" X 6"" Gray Nylon"
SMKTL60506NP+002,"MODULE: Smooth Mesh Large Lane 605 1/2"" X 6"" Gray PBT"
SMKTS60506GN,"MODULE: Smooth Mesh Small Lane 605 1/2"" X 6"" Gray Nylon"
SMKTS60506NP+002,"MODULE: Smooth Mesh Small Lane 605 1/2"" X 6"" Gray PBT"
SM-WARNING,"Small Sign - ""WARNING - FLAMMABLE MATERIAL"" 6"" x 4"" for Spiral Packages"
SNB-12E 07,SAND PVC NON-ADH GREY X FAB  DESC: ANTHRACITE / LIGHT GRAY   THICKNESS - 2.5MM   SAND FINISH / FABRIC
SNB-5E 07,SAND PVC NON-ADH GREY X FAB  DESC: ANTHRACITE / OFF-WHITE   THICKNESS - 1.65MM   SAND FINISH / FABRIC
SP/SG615-GP,SIDEGUARD: SP615 Gray Polypropylene
SP/SG615-GP-1.5-L,"SIDEGUARD: SP615 1 1/2"" X 1 1/2"" Gray Polypropylene Left"
SP/SG615-GP-1.5-R,"SIDEGUARD: SP615 1 1/2"" X 1 1/2"" Gray Polypropylene Right"
SP/SG620-GP-2-L,"SIDEGUARD: SP620 2"" X 2"" Gray Polypropylene Left"
SP/SG620-GP-2-R,"SIDEGUARD: SP620 2"" X 2"" Gray Polypropylene Right"
SP/SG620-GP-W/R-L,SIDEGUARD: SP620 Gray Polypropylene with Ribs Left
SP/SG620-GP-W/R-R,SIDEGUARD: SP620 Gray Polypropylene with Ribs Right
SP-464F-FUSE,"THERMAL FUSE /FP-80US 46F 10A 
Newark # 30C5836"
SP61006GP-OM,"MODULE: SP610 1"" X 6"" Gray Polypropylene Overmold"
SP61006HF,"MODULE: SP610 1"" X 6"" High Friction"
SP61006WP-OM,"MODULE: SP610 1"" X 6"" White Polypropylene Overmold"
SP61012BA-2.2,"MODULE: SP610 1"" X 12"" Blue Acetal 2.2"
401708GP-W/FT-BUC6-L,"FLIGHT: CC40 1 3/4"" X 8"" X 6"" Gray Polypropylene Bucket Left"
401708GP-W/FT-BUC4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Bucket Right"
SP61012GA-2.2,"MODULE: SP610 1"" X 12"" Gray Acetal"
401708GP-W/FT-BUC4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Bucket Left"
SP61012GA-W/FT-2-R-5in-1.5H,Remnant
SP61012GN-V1-2.2,"MODULE: SP610 1"" X 12"" Gray Nylon 2.2"
401708GP-W/FT-BUC3-R,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" Gray Polypropylene Bucket Right"
SP61012GP-2.2,"MODULE: SP610 1"" X 12"" Gray Polypropylene - 2.2"
401708GP-W/FT-BUC3-L,"FLIGHT: CC40 1 3/4"" X 8"" X 3"" Gray Polypropylene Bucket Left"
SP61012GS-P1-2.2,"MODULE: SP610 1"" X 12"" Gray Steam Resistant Metal Detectable Polypropylene 2.2"
401708GP-W/FT-4-R,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Right (Streamline)"
SP61012WE-2.2,"MODULE: SP610 1"" X 12"" White Polyethylene 2.2"
401708GP-W/FT-4-L,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Left (Streamline)"
SP61012WP-2.2,"MODULE: SP610 1"" X 12"" White Polypropylene 2.2"
401708GP-W/FT-4-C,"FLIGHT: CC40 1 3/4"" X 8"" X 4"" Gray Polypropylene Center (Streamline)"
SP615,SP615
SP61503GA-L/R,"MODULE: SP615 1 1/2"" X 3"" Gray Acetal Left/Right"
SP61503GP-L/R,"MODULE: SP615 1 1/2"" X 3"" Gray Polypropylene Left/Right"
SP61503HF-W/R,"MODULE: SP615 Ribbed Top 1 1/2"" X 3"" High Friction"
SP61503WE-L/R,"MODULE: SP615 1 1/2"" X 3"" White Polyethylene Left/Right"
SP61506GA-B,"MODULE: SP615 1 1/2"" X 6"" Gray Acetal Both"
